Date,Content,Comment
2024-06-04,https://boxd.it/6BID7T,"Aaaa que guapo, entonces ahora le veo sentido al hype. La he estado viendo con mi padre y entre las racistadas que soltaba cada poco y los comentarios aleatorios no me he fijado en nada de la dirección xd"
